number_volume,number_issue,number_article,type,page_start,page_end,date_receive,date_accept,date_online,keyword,name_book,author_number,author_info,views,Crossref,Web_of_Science
11,4,3,Article,495,510,,,25 Sep 2009,"['bird flu', 'risk', 'attitudes and behaviors', 'Turkey']",THE CASE OF AVIAN INFLUENZA IN TURKEY,3,"[(' Aytül Kasapoglu ', ' Ankara University, Department of Sociology , Ankara, Turkey ', 'https://www.tandfonline.com/author/Kasapoglu%2C+Ayt%C3%BCl'), (' Yonca Odabas ', ' Ankara University, Department of Sociology , Ankara, Turkey ', 'https://www.tandfonline.com/author/Odabas%2C+Yonca'), (' Nilay Kaya ', ' Ankara University, Department of Sociology , Ankara, Turkey ', 'https://www.tandfonline.com/author/Kaya%2C+Nilay')]",78,2,0
11,4,4,Article,511,530,,,25 Sep 2009,"['social capital', 'willingness to pay (WTP)', 'environmental attitudes', 'national differences']",THE INFLUENCE OF SOCIAL CAPITAL ON WILLINGNESS TO PAY FOR THE ENVIRONMENT AMONG EUROPEAN CITIZENS,3,"[(' Dr. Nikoleta Jones ', ' Department of the Environment , University of the Aegean , University Hill 81100, Mytilene, Greece ', 'https://www.tandfonline.com/author/Jones%2C+Nikoleta'), (' Chrisovaladis Malesios ', ' Department of Statistics , Athens University of Economics and Business , 76 Patission str., Athens, 10434, Greece ', 'https://www.tandfonline.com/author/Malesios%2C+Chrisovaladis'), (' Iosif Botetzagias ', ' Department of the Environment , University of the Aegean , University Hill 81100, Mytilene, Greece ', 'https://www.tandfonline.com/author/Botetzagias%2C+Iosif')]",670,38,3
11,4,5,Article,531,551,,,25 Sep 2009,"['cultural capital', 'symbolic capital', 'education', 'paternalism']",ON CULTURAL CAPITAL AND TASTE,1,"[(' Dr Meltem Karadag ', ' Department of Sociology , University of Gaziantep , Gaziantep, 27310, Turkey ', 'https://www.tandfonline.com/author/Karadag%2C+Meltem')]",466,4,0
11,4,6,Article,553,582,,,25 Sep 2009,"['race', 'nation', 'gender', 'class', 'interconnected discriminations', '‘Black Shame’']",THE INTERCONNECTIONS OF DISCRIMINATION,1,"[(' Dr Iris Wigger PhD ', ' Social Sciences , Loughborough University , Brockington Building, Loughborough, LE11 3TU, UK ', 'https://www.tandfonline.com/author/Wigger%2C+Iris')]",732,0,6
11,4,7,Article,583,602,,,25 Sep 2009,"['religiosity belief', 'social status', 'income', 'education', 'Europe', 'Christian environment']",SOCIAL STATUS AND RELIGIOSITY IN CHRISTIAN EUROPE,2,"[(' Professor Sergej Flere ', ' Department of Sociology, Faculty of Arts , University of Maribor , Maribor, 2000, Slovenia ', 'https://www.tandfonline.com/author/Flere%2C+Sergej'), (' Rudi Klanjšek ', ' Department of Sociology, Faculty of Arts , University of Maribor , Maribor, 2000, Slovenia ', 'https://www.tandfonline.com/author/Klanj%C5%A1ek%2C+Rudi')]",143,2,0
11,4,8,Article,603,624,,,25 Sep 2009,"['cosmopolitanism', 'civic stratification', 'human rights', 'asylum', 'welfare']",CIVIC STRATIFICATION AND THE COSMOPOLITAN IDEAL,1,"[(' Dr Lydia Morris ', ' Department of Sociology , University of Essex , Wivenhoe Park, Colchester, CO4 3SQ, UK ', 'https://www.tandfonline.com/author/Morris%2C+Lydia')]",639,25,0
11,5,1,editorial,625,626,,,20 Nov 2009,[],EDITORIAL,1,"[(' John Scott ', ' University of Plymouth , ', 'https://www.tandfonline.com/author/Scott%2C+John')]",17,0,0
11,5,2,Article,627,647,,,17 Jun 2009,"['European Union', 'empire', 'state-building', 'European integration']",THE NEXT EUROPEAN EMPIRE?,1,"[(' Magali Gravier PhD ', ' Copenhagen Business School , International Center for Business and Politics , Steen Blichers Vej 22, Frederiksberg, 2000, Denmark ', 'https://www.tandfonline.com/author/Gravier%2C+Magali')]",449,15,0
11,5,3,Article,649,671,,,18 Mar 2009,"['European Union', 'side-payments', 'open method of coordination', 'coalitions', 'committees']",THERE ARE COALITIONS EVERYWHERE,1,"[(' Peter Nedergaard ', ' University of Copenhagen, Deparment of Political Science , Øster Farimagsgade 5, DK-1353, Copenhagen K, Denmark ', 'https://www.tandfonline.com/author/Nedergaard%2C+Peter')]",81,2,3
11,5,4,Article,673,695,,,18 Mar 2009,"['welfare', 'transnationalism', 'development', 'South East Europe', 'translation', 'projectisation']","ASSEMBLAGES, TRANSLATION, AND INTERMEDIARIES IN SOUTH EAST EUROPE",2,"[(' Noémi Lendvai ', ' School for Policy Studies , University of Bristol , 8 Priory Road, Bristol, BS8 1TZ, UK ', 'https://www.tandfonline.com/author/Lendvai%2C+No%C3%A9mi'), (' Paul Stubbs ', ' Institute of Economics , Trg J F Kennedya 7, Zagreb, HR-10000, Croatia ', 'https://www.tandfonline.com/author/Stubbs%2C+Paul')]",747,60,0
11,5,5,Article,697,721,,,02 Jul 2009,"['content analysis', 'employment skills', 'occupational groups']",EMPLOYERS' DEMAND FOR QUALIFICATIONS AND SKILLS,2,"[(' Laura Dörfler ', ' University of Amsterdam, AIAS , Plantage Muidergracht 12, 1018, TV, Amsterdam, The Netherlands ', 'https://www.tandfonline.com/author/D%C3%B6rfler%2C+Laura'), (' Herman G. van de Werfhorst ', ' University of Amsterdam, Department of Sociology and Anthropology , Ouderzijds Achterburgwal 185, 1012, DK, Amsterdam, The Netherlands ', 'https://www.tandfonline.com/author/van+de+Werfhorst%2C+Herman+G')]",365,19,0
11,5,6,Article,723,746,,,03 Apr 2009,"['gender', 'gender segregation', 'field of study', 'education', 'labour market']",HIGHLY EDUCATED BUT IN THE WRONG FIELD?,2,"[(' David Reimer ', ' Mannheim Centre for European Social Research (MZES), A5, 6 , University of Mannheim , 68159, Mannheim, Germany ', 'https://www.tandfonline.com/author/Reimer%2C+David'), (' Stephanie Steinmetz ', ' Faculty of Social Sciences , Erasmus University Rotterdam , Burg, Oudlaan 50, 3062, PA, Rotterdam, The Netherlands ', 'https://www.tandfonline.com/author/Steinmetz%2C+Stephanie')]",545,26,0
11,5,7,Article,747,773,,,23 Mar 2009,"['secondary education', 'educational system', 'social selectivity', 'track mobility', 'transition research']",SOCIAL SELECTIVITY OF TRACK MOBILITY IN SECONDARY SCHOOLS,2,"[(' Marita Jacob ', ' Faculty of Social Sciences , Mannheim University , A5, Mannheim, 68131, Germany ', 'https://www.tandfonline.com/author/Jacob%2C+Marita'), (' Nicole Tieben ', ' Faculty of Social Sciences , Mannheim University , A5, Mannheim, 68131, Germany ', 'https://www.tandfonline.com/author/Tieben%2C+Nicole')]",426,22,0
12,1,1,editorial,1,2,,,03 Feb 2010,[],EDITORIAL,1,"[(' John Scott ', ' University of Plymouth ', 'https://www.tandfonline.com/author/Scott%2C+John')]",25,2,0
12,1,2,Article,3,23,,,29 Sep 2009,"['informal economy', 'post-Fordist transformation', 'recommodification of labour']",POLITICAL ECONOMY OF INFORMALIZATION,1,"[(' Zoran Slavnic PhD ', ' Department of Social and Welfare Studies (ISV), Ethnic Studies , Linköping University , Norrköping, Sweden ', 'https://www.tandfonline.com/author/Slavnic%2C+Zoran')]","3,816",122,6
12,1,3,Article,25,44,,,20 Oct 2009,"['Irish attitudes', 'immigrants', 'structural determinants', 'European comparison']",WHY ARE IRISH ATTITUDES TO IMMIGRANTS AMONG THE MOST LIBERAL IN EUROPE?,1,"[(' Tom Turner ', ' Department of Personnel and Employment Relations, Kemmy Business School , University of Limerick , Limerick, Ireland ', 'https://www.tandfonline.com/author/Turner%2C+Tom')]",221,8,0
12,1,4,Article,45,64,,,20 Oct 2009,"['lifestyle migration', 'British migration', 'rural France', 'integration', 'residential choice']",THE CONTEXT AND TRAJECTORY OF LIFESTYLE MIGRATION,1,"[(' Michaela Caroline Benson ', ' The Sociological Review Fellow , Keele University , Staffordshire, ST5 5BG, UK ', 'https://www.tandfonline.com/author/Benson%2C+Michaela+Caroline')]","2,475",54,2
12,1,5,Article,65,84,,,03 Feb 2010,"['gender', 'family', 'dual-income couples', 'money', 'equality', 'couple relationship']",GENDER INEQUALITIES AND THE ROLE OF MONEY IN SPANISH DUAL-INCOME COUPLES,2,"[(' Sandra Dema-Moreno ', ' Department of Sociology , University of Oviedo , Oviedo, Spain ', 'https://www.tandfonline.com/author/Dema-Moreno%2C+Sandra'), (' Capitolina Díaz-Martínez ', ' Department of Sociology , University of Oviedo , Oviedo, Spain ', 'https://www.tandfonline.com/author/D%C3%ADaz-Mart%C3%ADnez%2C+Capitolina')]",175,3,0
12,1,6,Article,85,111,,,23 Sep 2009,"['gender roles', 'family life styles', 'individualization', 'Welfare State']",FAMILY AND GENDER ROLES IN SPAIN FROM A COMPARATIVE PERSPECTIVE,1,"[(' Almudena Moreno Mínguez ', ' Departamento de Sociología y Trabajo Social , Universitad de Valladolid , C/Trinidad, 3 - Segovia, 40001, Spain ', 'https://www.tandfonline.com/author/M%C3%ADnguez%2C+Almudena+Moreno')]","1,251",23,0
12,1,7,Article,113,133,,,21 Sep 2009,"['fertility', 'occupational segregation', 'type of employment', 'Spain']",THE IMPACT OF OCCUPATIONAL SEX-COMPOSITION ON WOMEN'S FERTILITY IN SPAIN,1,"[(' Teresa Martín García ', ' Spanish Council for Scientific Research , IEGD-CSIC , C/Albasanz 26–28, Madrid, 28037, Spain ', 'https://www.tandfonline.com/author/Mart%C3%ADn+Garc%C3%ADa%2C+Teresa')]",161,9,0
12,1,8,book review,135,136,,,03 Feb 2010,[],BOOK REVIEW,1,"[(' Andreas Pöllmann ', ' University of Essex , UK ', 'https://www.tandfonline.com/author/P%C3%B6llmann%2C+Andreas')]",120,0,1
12,2,1,editorial,137,138,,,04 May 2010,[],EDITORIAL,1,"[(' John Scott ', ' University of Plymouth ', 'https://www.tandfonline.com/author/Scott%2C+John')]",16,0,0
12,2,2,Article,139,162,,,23 Sep 2009,"['care', 'policies', 'employment', 'Austria', 'cross-national comparison']",TOWARDS THE UNIVERSAL CARE COURSE MODEL,2,"[(' Barbara Haas ', ' Institute for Sociology and Social Research , Vienna University of Economics and Business (WU) , Augasse 2-6, A-1090, Vienna, Austria ', 'https://www.tandfonline.com/author/Haas%2C+Barbara'), (' Margit Hartel ', ' Quality Management and Program Delivery , Vienna University of Economics and Business (WU) , Augasse 2-6, A-1090, Vienna, Austria ', 'https://www.tandfonline.com/author/Hartel%2C+Margit')]",321,7,0
12,2,3,Article,163,185,,,20 Oct 2009,"['boundaries', 'eldercare', 'embeddedness', 'work']",INTERSECTIONS AND BOUNDARIES OF WORK AND NON-WORK,1,"[(' Dawn Lyon ', ' School of Social Policy, Sociology and Social Research , University of Kent , Chatham Maritime, ME4 4AG, Kent, UK ', 'https://www.tandfonline.com/author/Lyon%2C+Dawn')]","1,450",9,0
12,2,4,Article,187,207,,,04 May 2010,"['maternity legislation', 'path dependency', 'Ireland', 'Estonia']",CHANGES AND CONTINUITIES IN MATERNITY POLICIES,2,"[(' Patricia Kennedy ', ' University College Dublin, School of Applied Social Science , Newman Building, Dublin, UCD, 14, Ireland ', 'https://www.tandfonline.com/author/Kennedy%2C+Patricia'), (' Heili Einasto ', ' Tallinn University , Lai Street 13, Tallinn, Estonia, 10133', 'https://www.tandfonline.com/author/Einasto%2C+Heili')]",253,0,1
12,2,5,Article,209,230,,,27 Jan 2010,"['welfare state', 'activation', 'disability', 'Sweden', 'case study']",THE ‘ACTIVE WELFARE STATE’ AND ITS CONSEQUENCES,1,"[(' Mikael Holmqvist ', ' School of Business , Stockholm University , Stockholm, Sweden ', 'https://www.tandfonline.com/author/Holmqvist%2C+Mikael')]",782,12,0
12,2,6,Article,231,255,,,23 Sep 2009,"['bridging social capital', 'bonding social capital', 'earnings', 'subjective well-being', 'Poland', 'D10', 'J20']","SOCIAL CAPITAL, WELL-BEING, AND EARNINGS",2,"[(' Jakub Growiec ', ' Warsaw School of Economics , Institute of Econometrics , Al. Niepodleglosci 162, Warszawa, 02-554, Poland ', 'https://www.tandfonline.com/author/Growiec%2C+Jakub'), (' Katarzyna Growiec ', ' Polish Academy of Sciences , Graduate School for Social Research , Nowy Swiat 72, Warszawa, 00-330, Poland ', 'https://www.tandfonline.com/author/Growiec%2C+Katarzyna')]",295,8,0
12,2,7,Article,257,278,,,06 Oct 2009,"['poverty dynamics', 'latent class analysis', 'welfare regimes', 'life course']",POVERTY TRAJECTORIES AFTER RISKY LIFE COURSE EVENTS IN DIFFERENT EUROPEAN WELFARE REGIMES,1,"[(' Leen Vandecasteele ', ' University of Manchester , Manchester, UK ', 'https://www.tandfonline.com/author/Vandecasteele%2C+Leen')]","1,533",26,3
12,2,8,book review,279,281,,,04 May 2010,[],Working-class Lesbian Life: Classed Outsiders,1,"[(' Francesca Stella ', ' University of Glasgow , UK ', 'https://www.tandfonline.com/author/Stella%2C+Francesca')]",57,0,0
12,2,9,book review,283,285,,,04 May 2010,[],Social Movements and Europeanization,1,"[(' Kerman Calvo ', ' Centro de Estudios Políticos y Constitucionales , Madrid', 'https://www.tandfonline.com/author/Calvo%2C+Kerman')]",162,0,0
12,2,10,book review,287,288,,,04 May 2010,[],Welfare State Transformations. Comparative Perspectives,1,"[(' Felix Behling ', ' Department of Sociology , University of Essex ', 'https://www.tandfonline.com/author/Behling%2C+Felix')]",186,0,0
12,3,1,editorial,289,291,,,20 Jul 2010,[],EDITORIAL,1,"[(' John Scott ', ' University of Plymouth ', 'https://www.tandfonline.com/author/Scott%2C+John')]",17,0,0
12,3,2,Article,293,315,,,30 Jun 2010,"['civil society', 'transformation', 'European Union', 'democracy promotion', 'new member states', 'neo-liberalism']",CIVIL SOCIETY IN THE OLD AND NEW MEMBER STATES,1,"[(' David Lane ', ' University of Cambridge , Cambridge, UK ', 'https://www.tandfonline.com/author/Lane%2C+David')]","1,512",9,0
12,3,3,Article,317,337,,,20 Jul 2010,"['Portugal', 'Europeanization', 'rule of law', 'economic divergence', 'education']",THE EUROPEANIZATION OF PORTUGAL,1,"[(' Antonio Goucha Soares PhD ', ' ISEG-Technical University of Lisbon , Lisbon, Portugal ', 'https://www.tandfonline.com/author/Goucha+Soares%2C+Antonio')]",382,3,0
12,3,4,Article,339,366,,,20 Jul 2010,"[""mothers' employment"", 'family policy', 'cultural values', 'religion']",MOTHER'S EMPLOYMENT: CULTURAL IMPRINT OR INSTITUTIONAL GOVERNANCE?,2,"[(' Dina Hummelsheim ', ' Department of Criminology , Max Planck Institute for Foreign and International Criminal Law , Freiburg, Germany ', 'https://www.tandfonline.com/author/Hummelsheim%2C+Dina'), (' Jochen Hirschle ', ' Department of Sociology , FernUniversität in Hagen , Hagen, Germany ', 'https://www.tandfonline.com/author/Hirschle%2C+Jochen')]",355,16,0
12,3,5,Article,367,390,,,20 Jul 2010,"['comparative research', 'youth temporary employment', 'Enlarged Europe', 'employment protection', 'unions']",THE DETERMINANTS OF YOUTH TEMPORARY EMPLOYMENT IN THE ENLARGED EUROPE,2,"[(' Anna Baranowska ', ' Institute for Statistics and Demography , Al. Niepodległości, 164, 02-554, Warsaw, Poland ', 'https://www.tandfonline.com/author/Baranowska%2C+Anna'), (' Michael Gebel ', ' University of Mannheim, Mannheim Centre for European Social Research (MZES) , A5, 6, 68159, Mannheim, Germany ', 'https://www.tandfonline.com/author/Gebel%2C+Michael')]","1,200",36,0
12,3,6,Article,391,418,,,20 Jul 2010,"['informal economy', 'decent work', 'structure/agency', 'Moscow', 'Russia', 'post-socialism']",EXPLAINING PARTICIPATION IN UNDECLARED WORK,2,"[(' Colin C. Williams ', ' University of Sheffield, School of Management , 9 Mappin Street, Sheffield, S1 9DT, UK ', 'https://www.tandfonline.com/author/Williams%2C+Colin+C'), (' John Round ', ' University of Birmingham, School of Geographical Sciences , Birmingham, B15 2TT, UK ', 'https://www.tandfonline.com/author/Round%2C+John')]","1,118",25,1
12,3,7,Article,419,442,,,20 Jul 2010,"['division of housework', 'paid work', 'psychological distress', 'time use', 'gender equality', 'Sweden']"," <span class=""smallcaps smallerCapital"">T",1,"[(' Katarina Boye ', ' Stockholm University, Swedish Institute for Social Research , Stockholm, 10691, Sweden ', 'https://www.tandfonline.com/author/Boye%2C+Katarina')]",447,7,0
12,3,8,book review,443,445,,,20 Jul 2010,[],"Identities, Discourses and Experiences: Young People of North African Origin in France",1,"[(' Daniel Nehring ', ' Middlesex University , UK ', 'https://www.tandfonline.com/author/Nehring%2C+Daniel')]",85,0,0
12,3,9,book review,447,448,,,20 Jul 2010,[],The European Public Sphere and the Media: Europe in Crisis,1,"[(' Philip Schlesinger ', ' University of Glasgow , UK ', 'https://www.tandfonline.com/author/Schlesinger%2C+Philip')]",139,0,0
12,4,1,editorial,449,450,,,20 Sep 2010,[],EDITORIAL,1,"[(' John Scott ', ' University of Plymouth ', 'https://www.tandfonline.com/author/Scott%2C+John')]",20,0,0
12,4,2,Article,451,465,,,20 Sep 2010,"['multiple modernities', 'Axial Age civilizations', 'democracy', 'universalism', 'particularism']","ON MULTIPLE MODERNITIES, CIVILIZATIONS AND ANCIENT JUDAISM",1,"[(' Shalva Weil ', ' Research Institute for Innovation in Education , Hebrew University , Jerusalem, Israel ', 'https://www.tandfonline.com/author/Weil%2C+Shalva')]","1,855",5,3
12,4,3,Article,467,492,,,25 Jun 2010,"['post-materialism', 'Greens', 'left-right', 'democracy', 'congruence']",ARE GREEN POLITICAL PARTIES MORE POST-MATERIALIST THAN OTHER PARTIES?,1,"[(' Ana Maria Belchior ', ' Department of Political Science and Public Policies , ISCTE , Lisbon, Portugal ', 'https://www.tandfonline.com/author/Belchior%2C+Ana+Maria')]",565,2,0
12,4,4,Article,493,519,,,18 Jun 2010,"['participation', 'works council', 'social practice', 'regional cluster', 'microsystems technology', 'culture']",BEYOND WORKS COUNCILS?,2,"[(' Michael Jonas ', ' IHS, Department of Sociology , Stumpergasse 56, A-1060 Wien, Vienna, 1060, Austria ', 'https://www.tandfonline.com/author/Jonas%2C+Michael'), (' Marion Berner ', ' Dortmund, D-44174, Germany ', 'https://www.tandfonline.com/author/Berner%2C+Marion')]",197,3,0
12,4,5,Article,521,542,,,20 Sep 2010,"['non-voting', 'education', 'cohort', 'multilevel analysis']",WHO DOES NOT PARTICIPATE IN ELECTIONS IN EUROPE AND WHY IS THIS?,2,"[(' Andreas Hadjar ', ' Department of Sociology of Education , University of Berne , Berne, Switzerland ', 'https://www.tandfonline.com/author/Hadjar%2C+Andreas'), (' Michael Beck ', ' Department of Sociology of Education , University of Berne , Berne, Switzerland ', 'https://www.tandfonline.com/author/Beck%2C+Michael')]","1,755",27,0
12,4,6,Article,543,566,,,25 Jun 2010,"['Europeanisation', 'Race Equality Directive', 'Lithuania', 'new EU member states']",THE RACE EQUALITY DIRECTIVE,1,"[(' Charles Alexander Woolfson PhD ', ' REMESO , Linköping University , Norrköping, Sweden ', 'https://www.tandfonline.com/author/Woolfson%2C+Charles+Alexander')]",699,3,0
12,4,7,Article,567,589,,,20 Sep 2010,"['attachment', 'Europe', 'intercultural capital', 'teachers', 'England', 'Germany']",ATTACHMENT TO EUROPE AMONG SCHOOL LEADERS IN BERLIN AND LONDON,1,"[(' Andreas Pöllmann ', ' Instituto de Investigaciones Sociales , Universidad Nacional Autónoma de México (UNAM) , Coyoacán, Mexico ', 'https://www.tandfonline.com/author/P%C3%B6llmann%2C+Andreas')]",229,3,11
